pac_cmte_id,pac_name,total_given,num_recipients,recipients,r_total,d_total,connected_org,cmte_type,cmte_designation
C00197228,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",256500,48,"Aaron Bean, Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Cornyn, John Larson, Kevin Hern, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Mark Warner, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Crapo, Mike Kelly, Mike Thompson, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Richard Neal, Rudy Yakym, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Todd Young, Vern Buchanan",173000,83500,"ELEVANCE HEALTH, INC.",Q,B
C00002972,NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION AMERICA'S ELECTRIC COOPERATIVES PAC,339500,48,"Aaron Bean, Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Doggett, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Stacey Plaskett, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",220000,119500,NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),Q,B
C00447565,FINSECA PAC,273500,48,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, James Lankford, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Smucker, Mark Warner, Marsha Blackburn, Michael Bennet, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Tina Smith, Vern Buchanan",147000,126500,FINSECA,Q,B
C00034157,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),273000,48,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, James Lankford, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Doggett, Lloyd Smucker, Mark Warner, Marsha Blackburn, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Ron Wyden, Rudy Yakym, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Tim Scott, Vern Buchanan",157000,116000,AFLAC,Q,B
C00284885,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,360000,47,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Carol Miller, Catherine Cortez Masto, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Stacey Plaskett, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Tim Scott, Vern Buchanan",235000,125000,THE HOME DEPOT INC.,Q,B
C00105981,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),306000,47,"Aaron Bean, Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Mark Warner, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Raphael Warnock, Richard Neal, Ron Estes, Ron Wyden, Suzan DelBene, Terri Sewell, Thom Tillis, Tim Scott, Todd Young, Vern Buchanan",190500,115500,INVESTMENT COMPANY INSTITUTE,Q,B
C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,417000,47,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Sheldon Whitehouse, Stacey Plaskett, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Todd Young, Vern Buchanan",251000,166000,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,Q,B
C00238725,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION PAC,246500,46,"Aaron Bean, Ben Ray Lujan, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Gwen Moore, James Lankford, Jason Smith, Jimmy Gomez, Jimmy Panetta, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Doggett, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nathaniel Moran, Nicole Malliotakis, Peter Welch, Richard Neal, Rudy Yakym, Sheldon Whitehouse, Stacey Plaskett, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Tim Scott, Vern Buchanan",118000,128500,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,Q,B
C00068692,FEDEX CORPORATION POLITICAL ACTION COMMITTEE,181000,46,"Aaron Bean, Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Steube, Gwen Moore, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, John Thune, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Crapo, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Stacey Plaskett, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Tim Scott",111000,70000,FEDEX CORPORATION,Q,B
C00130773,NATIONAL MULTIFAMILY HOUSING COUNCIL POLITICAL ACTION COMMITTEE,417000,46,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Sheldon Whitehouse, Stacey Plaskett, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Vern Buchanan",248000,169000,NATIONAL MULTIFAMILY HOUSING COUNCIL,Q,B
C00039578,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,338500,46,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Larson, Kevin Hern, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Crapo, Mike Kelly, Mike Thompson, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Raphael Warnock, Richard Neal, Roger Marshall, Ron Estes, Rudy Yakym, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Tim Scott, Vern Buchanan",221000,117500,COUNCIL OF INSURANCE AGENTS & BROKERS,Q,B
C00197095,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE (NMPAC),266000,46,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Gwen Moore, James Lankford, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Mark Warner, Mike Carey, Mike Crapo, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Tim Scott, Todd Young, Vern Buchanan",149000,117000,,Q,B
C00359539,AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE (SKINPAC),238000,45,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Doggett, Lloyd Smucker, Maggie Hassan, Maria Cantwell, Marsha Blackburn, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Stacey Plaskett, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",128500,109500,AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,Q,B
C00093054,WALMART INC. PAC FOR RESPONSIBLE GOVERNMENT,203500,45,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Stacey Plaskett, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Tim Scott, Vern Buchanan",143000,60500,WALMART INC.,Q,B
C00144766,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,371000,45,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Linda Sanchez, Lloyd Doggett, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Sheldon Whitehouse, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",230500,140500,NATIONAL BEER WHOLESALERS ASSOCIATION,Q,B
C00236414,TRANSAMERICA CORPORATION PAC,160000,44,"Adrian Smith, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, Don Beyer, Dwight Evans, Greg Steube, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Cornyn, John Larson, John Thune, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Maria Cantwell, Mark Warner, Marsha Blackburn, Mike Carey, Mike Crapo, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Ron Wyden, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Tina Smith, Todd Young, Vern Buchanan",89000,71000,TRANSAMERICA,Q,B
C00007880,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",684000,44,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Doggett, Mark Warner, Michelle Fischbach, Mike Thompson, Nathaniel Moran, Nicole Malliotakis, Richard Neal, Ron Estes, Rudy Yakym, Sheldon Whitehouse, Steve Daines, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Tim Scott, Tina Smith, Vern Buchanan",533000,151000,"CREDIT UNION NATIONAL ASSOCIATION, INC.",Q,B
C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",410000,44,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Danny Davis, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Judy Chu, Kevin Hern, Linda Sanchez, Lloyd Doggett, Lloyd Smucker, Marsha Blackburn, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Sheldon Whitehouse, Stacey Plaskett, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",236000,174000,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",Q,B
