member_name,rank,employer,total,count
Linda Sanchez,4,RESOLUTION PUBLIC AFFAIRS,5000,2
Linda Sanchez,5,MEHLMAN,3677,4
Linda Sanchez,6,CASSIDY &,3500,1
Linda Sanchez,7,PISCES,3300,1
Linda Sanchez,8,KOUNTOUPES DENHAM CARR AND REID,2500,1
Linda Sanchez,9,ERNST & YOUNG,2500,1
Linda Sanchez,10,NATHANSON HAUCK,2500,1
Linda Sanchez,11,LINCOLN PARK,2500,1
Linda Sanchez,12,BELLWETHER GOVERNMENT AFFAIRS,2500,1
Linda Sanchez,13,AVENUE SOLUTIONS,2500,1
Linda Sanchez,14,RIDGELINE ADVOCACY,2500,1
Linda Sanchez,15,ROCK CREEK COUNSEL,2500,1
Linda Sanchez,16,ARNOLD & PORTER,2500,1
Linda Sanchez,17,S-3,2500,1
Linda Sanchez,18,THE DUBERSTEIN,2500,1
Linda Sanchez,19,THORN RUN,2500,1
Terri Sewell,1,GRAIL,10500,3
Terri Sewell,2,MEDICAL PLACE,6000,2
Terri Sewell,3,ARKANSAS UROLOGY,6000,8
Terri Sewell,4,UROLOGY NEVADA,6000,6
Terri Sewell,5,CITYBRIDGE FOUNDATION,3500,1
Terri Sewell,6,KKR,3000,1
Terri Sewell,7,SEAWRIGHT REAL ESTATE,3000,1
Terri Sewell,8,MINDSET,2500,4
Terri Sewell,9,MEHLMAN,2000,5
Terri Sewell,10,ARENT FOX,1750,3
Terri Sewell,11,CSG,1500,2
Terri Sewell,12,APOLLO GLOBAL,1500,2
Terri Sewell,13,DOUG JONES LAW,1500,1
Terri Sewell,14,ARENTFOX SCHIFF,1500,4
Terri Sewell,15,NORTHERN NEVADA MEDICAL CENTER,1000,1
Terri Sewell,16,WELSH ROSE,1000,1
Terri Sewell,17,PHIFER,1000,1
Suzan DelBene,1,APOLLO,11000,4
Suzan DelBene,2,TRANCEKA CAPITAL,7000,4
Suzan DelBene,3,COUPANG,5000,3
Suzan DelBene,4,MICROSOFT,3955,13
Suzan DelBene,5,LINCOLN AVENUE CAPITAL,3500,1
Suzan DelBene,6,ARNOLD VENTURES,3500,1
Suzan DelBene,7,PARTNER,3500,1
Suzan DelBene,8,GOOGLE,3500,1
Suzan DelBene,9,ATLAS-SP,3500,1
Suzan DelBene,10,MEHLMAN,3500,7
Suzan DelBene,11,PERKINS COIE,3000,3
Suzan DelBene,12,CAPITOL TAX,3000,5
Suzan DelBene,13,ONDA HOUSING,2500,1
Suzan DelBene,14,UNIVERSITY OF WASHINGTON,2055,14
Suzan DelBene,15,APOLLO GLOBAL,2000,2
Suzan DelBene,16,AKIN GUMP STRAUSS HAUER & FELD,2000,4
Judy Chu,1,MANHATTAN HOTEL,10000,4
Judy Chu,2,BAKER BOTTS,7000,2
Judy Chu,3,EDI MEDIA,5000,2
Judy Chu,4,ISESTAR,5000,2
Judy Chu,5,GRUEN,5000,2
Judy Chu,6,RICE FIELD,5000,2
Judy Chu,7,GARFIELD HEALTH CENTER,5000,2
Judy Chu,8,TRUE POWER SOLAR,4000,2
Judy Chu,9,CHINA-US BUSINESS SUMMIT,3500,1
Judy Chu,10,VMA COMMUNICATIONS,3500,1
Judy Chu,11,DEHENG LAW OFFICES,3500,1
Judy Chu,12,CHONG HING JEWELERS,3500,1
Judy Chu,13,GRAND BUFFET,3500,1
Judy Chu,14,YIN MCDONALD'S,3500,1
Judy Chu,15,FUSION50,3300,1
Judy Chu,16,JFI,3150,5
Judy Chu,17,GOLDEN STREAM PROPERTY,3000,1
Gwen Moore,1,EPIC SYSTEMS,7000,2
Gwen Moore,2,BOSTON MUTUAL LIFE INSURANCE,4800,2
Gwen Moore,3,NEWS MEDIA ALLIANCE,3500,1
Gwen Moore,4,INVARIANT,3300,1
Gwen Moore,5,MUNICH RE LIFE US,3300,1
Gwen Moore,6,ALLIANZ LIFE,3300,1
Gwen Moore,7,MASSMUTUAL,3300,1
Gwen Moore,8,GUARDIAN LIFE,3300,1
Gwen Moore,9,ONEAMERICA FINANCIAL,3300,1
Gwen Moore,10,KYNDRYL,2500,2
Gwen Moore,11,SOMERSET MD,2500,2
Gwen Moore,12,JAMES H LOWRY &,2000,1
Gwen Moore,13,MARTIN SCHREIBER &,2000,2
Gwen Moore,14,ROYAL NEIGHBORS OF AMERICA,1650,1
Gwen Moore,15,REMAX,1500,3
Gwen Moore,16,STARLITE PROPERTIES,1500,3
Gwen Moore,17,COLDWELL BANKER REALTY,1500,3
Gwen Moore,18,MEHLMAN,1455,4
Brendan Boyle,1,AMSCOT FINANCIAL,7500,3
Brendan Boyle,2,GI,7000,3
Brendan Boyle,3,BOSTON BEER,7000,2
Brendan Boyle,4,APOLLO GLOBAL,7000,3
Brendan Boyle,5,DAVID AUTO,7000,3
Brendan Boyle,6,CHARTERHOUSE,7000,3
Brendan Boyle,7,SELECT MEDICAL,6600,2
Brendan Boyle,8,THE DASCHLE,5000,6
Brendan Boyle,9,ARSENAL CAPITAL,5000,3
Brendan Boyle,10,CORNERSTONE GOVERNMENT AFFAIRS,4500,3
Brendan Boyle,11,NFG,3500,1
Brendan Boyle,12,KILKENNY LAW,3500,1
Brendan Boyle,13,CREI,3500,1
Brendan Boyle,14,ATLAS SP,3000,1
Brendan Boyle,15,AVNER GAT,2500,1
Brendan Boyle,16,FISHMAN BLOCK AND DIAMOND,2500,1
Brendan Boyle,17,WONDER MATH,2500,1
Brendan Boyle,18,MORRIS IRON AND STEEL,2500,1
Don Beyer,1,CLEMENTE,7000,2
Don Beyer,2,STRELITZIA VENTURES,7000,2
Don Beyer,3,NEWS,7000,2
Don Beyer,4,AI LAB WATCH,7000,2
Don Beyer,5,IDEAL INNOVATIONS,7000,2
Don Beyer,6,GRANITE TELECOM,7000,2
Don Beyer,7,HUESTON HENNIGAN,7000,2
Don Beyer,8,ANTHROPIC,7000,2
Don Beyer,9,BUCHANAN INGERSOLL & ROONEY,6600,2
Don Beyer,10,EVERLAW,6000,2
Don Beyer,11,MACHINE INTELLIGENCE RESEARCH INSTITUT,5000,2
Don Beyer,12,PLANET SUBARU,5000,2
Don Beyer,13,PILLSBURY,5000,3
Don Beyer,14,MCARTHURGLEN,4500,3
Don Beyer,15,JONES DAY,4500,2
Don Beyer,16,THE GRAHAM COMPANIES,4000,3
Dwight Evans,1,ASURION,7000,2
Dwight Evans,2,ANDERSON CONSTRUCTION,3500,1
Dwight Evans,3,METRO PHILLY,2500,1
Dwight Evans,4,AMAZING KIDZ ACADEMY,2000,1
Dwight Evans,5,MAIN LINE HEALTH,2000,2
Dwight Evans,6,PERMIT CAPITAL,1500,1
Dwight Evans,7,KEYSTONE OUTDOOR ADVERTISING,1000,1
Dwight Evans,8,MAVEN,1000,1
Dwight Evans,9,MCCORMICK TAYLOR,1000,1
Dwight Evans,10,ORACLE,1000,1
Dwight Evans,11,OIC OF AMERICA,1000,1
Dwight Evans,12,HAZZOURI AND,1000,1
Dwight Evans,13,ROYAL CARIBBEAN,1000,1
Dwight Evans,14,ALLIED CONSTRUCTION,1000,1
Dwight Evans,15,JPMORGAN CHASE,1000,1
Dwight Evans,16,DALE,1000,1
Brad Schneider,1,KIRKLAND & ELLIS,7360,3
Brad Schneider,2,COINBASE,7000,2
Brad Schneider,3,NEWSWEB,7000,2
Brad Schneider,4,PARAGON BIOSCIENCES,7000,3
Brad Schneider,5,EVANSTON SCHOOL DISTRICT #65,6600,2
Brad Schneider,6,DUPAGE MEDICAL,4500,2
Brad Schneider,7,CAPITOL TAX,4000,5
Brad Schneider,8,COONEY & CONWAY,3750,2
Brad Schneider,9,CLIFFORD LAW OFFICES,3500,1
Brad Schneider,10,ABUNDANT VENTURE,3500,1
Brad Schneider,11,ROMANUCCI & BLANDIN,3500,1
Brad Schneider,12,EDWARD C LEVY,3500,1
Brad Schneider,13,DISPARTI LAW,3500,1
Brad Schneider,14,MUCH,3500,1
Brad Schneider,15,COONEY AND CONWAY,3500,1
Brad Schneider,16,SENIOR CARE PHARMACY COALITION,3500,1
Jimmy Panetta,1,HEALTHEQUITY,17200,12
Jimmy Panetta,2,APOLLO GLOBAL,7000,3
Jimmy Panetta,3,APOLLO,7000,2
Jimmy Panetta,4,SAGESURE,7000,2
Jimmy Panetta,5,CENTRAL NATIONAL GOTTESMAN,7000,2
Jimmy Panetta,6,FISHER PHILLIPS,6000,3
Jimmy Panetta,7,MINILEC SERVICE,5000,3
Jimmy Panetta,8,TANIMURA & ANTLE,4500,2
Jimmy Panetta,9,NFP,4500,3
Jimmy Panetta,10,RA COHEN &,4104,3
Jimmy Panetta,11,KIMCO REALTY,4000,2
Jimmy Panetta,12,LANGSAM PROPERTY,4000,2
Jimmy Panetta,13,ATALAN,4000,2
Jimmy Panetta,14,GTS,4000,2
Jimmy Panetta,15,MOORE CAPITAL,3500,1
Jimmy Panetta,16,MONTEREY COUNTY PUBLIC DEFENDER'S OFFI,3500,1
Jimmy Panetta,17,RAVA RANCHES,3500,1
Jimmy Gomez,1,MASSACHUSETTS GENERAL HOSPITAL,7000,2
Jimmy Gomez,2,VITU,7000,2
Jimmy Gomez,3,GDML,7000,2
Jimmy Gomez,4,UNIVERSITY OF CALIFORNIA LOS ANGELES,7000,2
Jimmy Gomez,5,ACTUM,5500,4
Jimmy Gomez,6,CARRILLO LAW FIRM,5000,2
Jimmy Gomez,7,MERCURY PUBLIC AFFAIRS,4000,2
Jimmy Gomez,8,TELACU INDUSTRIES,4000,2
Jimmy Gomez,9,CAPITAL,3500,1
Jimmy Gomez,10,PIVOTAL VENTURES,3500,1
Jimmy Gomez,11,MANUEL GONZALES,3500,1
Jimmy Gomez,12,TELEGRAPH AVENUE ADVISORS,3500,1
Jimmy Gomez,13,LATHAM & WATKINS,3500,1
Jimmy Gomez,14,THEGROUP,3500,4
Jimmy Gomez,15,ABRIDGE,3500,1
Jimmy Gomez,16,ART ADVISORS,3500,1
Jimmy Gomez,17,ARIEL INVESTMENTS,3500,1
Steven Horsford,1,ANDREESSEN HOROWITZ,11500,7
Steven Horsford,2,STANLEY GABART,9800,5
Steven Horsford,3,APOLLO GLOBAL,9500,3
Steven Horsford,4,COINBASE,8750,4
Steven Horsford,5,UNLV,7538,4
Steven Horsford,6,CORNERSTONE GOVERNMENT AFFAIRS,7500,7
Steven Horsford,7,KEMP JONES & COULTHARD,7000,2
Steven Horsford,8,BAILEY KENNEDY,7000,2
Steven Horsford,9,LIONEL SAWYER AND COLLINS,7000,2
Steven Horsford,10,NIAGARA BOTTLING,7000,2
Steven Horsford,11,STATE OF ILLINOIS,7000,2
Steven Horsford,12,THE BAUPOST,7000,2
Steven Horsford,13,JREI,7000,2
Steven Horsford,14,ARIEL INVESTMENTS,7000,2
Steven Horsford,15,PALOMA ADVISORS,6950,3
Steven Horsford,16,GENENTECH,5250,3
Steven Horsford,17,KING & SPALDING,5000,2
Stacey Plaskett,1,BLOOMBERG,7000,2
Stacey Plaskett,2,NEW VOICES FUND,7000,2
Stacey Plaskett,3,HRA SOLUTIONS,7000,2
Stacey Plaskett,4,4 13 SOLUTIONS,4000,2
Stacey Plaskett,5,ARNOLD & PORTER,4000,3
Stacey Plaskett,6,DYSLXIK,4000,2
Stacey Plaskett,7,THE HAY LAW,3500,1
Stacey Plaskett,8,SIMPLY HOME PROPERTIES,3500,1
Stacey Plaskett,9,AT&T,3500,1
Stacey Plaskett,10,CHAINABLE,3500,1
Stacey Plaskett,11,OGR,3500,1
Stacey Plaskett,12,CONCESSIONS,3500,1
Stacey Plaskett,13,CALLWOOD,2500,2
Stacey Plaskett,14,VANTAGE PRIVATE CAPITAL,2000,1
Stacey Plaskett,15,MANZANITA CAPITAL,2000,1
Stacey Plaskett,16,KING AND SPALDING,1500,1
Stacey Plaskett,17,BROWNSTEIN HYATT FARBER SCHRECK,1500,1
Stacey Plaskett,18,PARAMOUNT,1000,1
Thomas Suozzi,1,GFP REAL ESTATE,12000,4
Thomas Suozzi,2,UROLOGY OF INDIANA,12000,20
Thomas Suozzi,3,MACK & CONSTRUCTION,10500,3
Thomas Suozzi,4,BROADRIDGE FINANCIAL,10000,4
Thomas Suozzi,5,CHARLESBANK CAPITAL,8000,3
Thomas Suozzi,6,MASS GENERAL HOSPITAL,7500,3
Thomas Suozzi,7,OAKTREE CAPITAL,7000,2
Thomas Suozzi,8,BAIN CAPITAL,7000,2
Thomas Suozzi,9,GIVE FORWARD FOUNDATION,7000,2
Thomas Suozzi,10,THE RIVERSIDE,7000,2
Thomas Suozzi,11,GEPHARDT,7000,3
Thomas Suozzi,12,THE D3 FAMILY FUNDS,7000,2
Thomas Suozzi,13,THE BAUPOST,7000,2
Thomas Suozzi,14,GABRIELA HEARST,7000,2
Thomas Suozzi,15,BREAKTHRU BEVERAGE,7000,2
Thomas Suozzi,16,SUFFOLK CONSTRUCTION,7000,2
Thomas Suozzi,17,MOORE CAPITAL,7000,2
Mike Crapo,1,AES,14000,6
Mike Crapo,2,CEO,7000,3
Mike Crapo,3,NATIONAL FINANCIAL,7000,3
Mike Crapo,4,INPWR,7000,3
Mike Crapo,5,DUCHOSSOIS CAPITAL,7000,2
Mike Crapo,6,WORLD FRESH MARKET,7000,2
Mike Crapo,7,BOB LOQUERCIO AUTO,7000,2
Mike Crapo,8,SUMMIT RIDGE ENERGY,6000,4
Mike Crapo,9,THE SINCLAIR COMPANIES,3500,1
Mike Crapo,10,WCAS,3500,1
Mike Crapo,11,J BENTON CONSTRUCTION,3500,1
Mike Crapo,12,ALLIANTGROUP,3500,1
Mike Crapo,13,SINCLAIR OIL COMPANIES,3500,1
Mike Crapo,14,MASON STREET,3500,3
Mike Crapo,15,NOVOGRADAC &,2500,1
Mike Crapo,16,NORTHEAST PRIVATE CLIENT,2000,2
Mike Crapo,17,TRIUMPH HIGHER EDUCATION,2000,1
Chuck Grassley,1,DCI,7000,3
Chuck Grassley,2,SPACEX,6600,3
Chuck Grassley,3,EDWARD C LEVY,1660,2
Chuck Grassley,4,PLUS POWER,1000,1
Chuck Grassley,5,ZMF LAW FIRM,1000,1
Chuck Grassley,6,HALLRICH,505,6
Chuck Grassley,7,AXON,500,1
Chuck Grassley,8,BADGER STATE WESTERN,450,18
Chuck Grassley,9,HPS ENTERPRISES,300,3
Chuck Grassley,10,AN ISLAND BREEZE VACATION RENTALS,225,9
Chuck Grassley,11,E R FIELD,162,8
Chuck Grassley,12,USPS,107,10
Chuck Grassley,13,TEXAS CAPITAL BANK,105,3
Chuck Grassley,14,GEORGE MASON UNIVERSITY,100,1
Chuck Grassley,15,DIRECTEMPLOYERS ASSOCIATION,100,1
Chuck Grassley,16,WATAUGA PATHOLOGY,74,1
John Cornyn,1,FIDELITY INVESTMENTS,23850,16
John Cornyn,2,APOLLO,10069,7
John Cornyn,3,APOLLO GLOBAL,10000,6
John Cornyn,4,INTEGRITY,7287,5
John Cornyn,5,AIMC,7287,5
John Cornyn,6,MACERICH,7000,3
John Cornyn,7,JANE STREET,7000,3
John Cornyn,8,MOUNTAIRE,7000,3
John Cornyn,9,KENDELL JACKSON,7000,3
John Cornyn,10,CARNIVAL CRUISE LINES,5100,4
John Cornyn,11,KOCH INDUSTRIES,4500,4
John Cornyn,12,FIERCE GOVERNMENT RELATIONS,4500,2
John Cornyn,13,AUDAX,3736,4
John Cornyn,14,NATHANSON+HAUCK,3500,3
John Cornyn,15,CEO,3500,1
John Cornyn,16,O'BRIEN AUTOMOTIVE TEAM,3500,1
John Cornyn,17,CARNIVAL,3500,1
John Thune,1,DAVITA,47000,29
John Thune,2,BEASLEY MEDIA,10000,6
John Thune,3,GRAY MEDIA,9700,9
John Thune,4,NATIONAL ASSOCIATION OF BROADCASTERS,7000,6
John Thune,5,JACKSON FAMILY WINES,7000,2
John Thune,6,CLEAR CAPITAL,7000,2
John Thune,7,US IMMIGRATION FUND,7000,1
John Thune,8,AMERIFIRST,7000,3
John Thune,9,COLLIERS,7000,3
John Thune,10,WASSERMAN,7000,1
John Thune,11,ROUTE ONE INVESTMENT,6600,3
John Thune,12,MORTGAGE BANKERS ASSOCIATION,5500,2
John Thune,13,WATER STREET HEALTHCARE,5000,3
John Thune,14,CNHT,5000,2
John Thune,15,SUMMIT RIDGE ENERGY,5000,3
John Thune,16,LINDEN CAPITAL,5000,3
John Thune,17,SALEM MEDIA,5000,3
Tim Scott,1,BLACKSTONE,40400,16
Tim Scott,2,COINBASE,10500,3
Tim Scott,3,MONARCH PRIVATE CAPITAL,7000,8
Tim Scott,4,ELLIOTT INVESTMENT,7000,3
Tim Scott,5,KOCH INDUSTRIES,6000,8
Tim Scott,6,HIGHLAND,5205,3
Tim Scott,7,FAIRTIDE,5205,3
Tim Scott,8,PENN MUTUAL,5000,5
Tim Scott,9,VEHICLE LEASING,3643,3
Tim Scott,10,VETERANS UNITED HOME LOANS,3500,1
Tim Scott,11,ST LUKES HOSPITAL,2590,5
Tim Scott,12,DEPARTMENT OF VETERANS AFFAIRS,2549,2
Tim Scott,13,VALMARK,2500,1
Tim Scott,14,HTK,2500,1
Tim Scott,15,CHRIS MORPHEW,2475,9
Tim Scott,16,BEAR RIVER ENERGY,2415,151
Bill Cassidy,1,NEW YORK CANCER & BLOOD SPECIALISTS,28500,29
Bill Cassidy,2,APOLLO,25500,14
Bill Cassidy,3,APOLLO GLOBAL,21500,13
Bill Cassidy,4,FULL SAIL UNIVERSITY,18500,11
Bill Cassidy,5,WEBB CREEK,11667,6
Bill Cassidy,6,MARCUS,10500,5
Bill Cassidy,7,HEALTHPEAK,8500,4
Bill Cassidy,8,RIO GRANDE UROLOGY,8500,3
Bill Cassidy,9,MOBLEY,8333,5
Bill Cassidy,10,NEUBERGER BERMAN,8059,4
Bill Cassidy,11,ELLIOTT INVESTMENT,7939,4
Bill Cassidy,12,OAKTREE CAPITAL,7307,5
Bill Cassidy,13,ALEXANDRIA REAL ESTATE EQUITIES,7048,6
Bill Cassidy,14,RIVERBEND INDUSTRIES,7000,3
Bill Cassidy,15,ARNOLD VENTURES,7000,12
Bill Cassidy,16,VIVEX BIOLOGICS,7000,3
James Lankford,1,AAR,7000,3
James Lankford,2,FLORIDA EAST COAST INDUSTRIES,7000,3
James Lankford,3,BLACKSTONE,7000,3
James Lankford,4,ROUTE ONE INVESTMENT,7000,3
James Lankford,5,HERZOG,7000,3
James Lankford,6,TRIWEST HEALTHCARE ALLIANCE,7000,4
James Lankford,7,ANGELS BASEBALL,5000,3
James Lankford,8,SENIOR CARE PHARMACY COALITION,5000,3
James Lankford,9,INTUIT,5000,2
James Lankford,10,SUNSTONE CREDIT,4500,3
James Lankford,11,FIERCE GOVERNMENT RELATIONS,3750,2
James Lankford,12,AMERICAN ENDOWMENT FOUNDATION,3500,1
James Lankford,13,SUNLIGHT FINANCIAL,3500,1
James Lankford,14,HAKIMIAN,3500,1
James Lankford,15,PHARMACY UNLIMITED,3500,1
James Lankford,16,MARQUIS COMPANIES,3500,1
James Lankford,17,ICI HOMES,3500,1
James Lankford,18,RENAISSANCE ACQUISITION,3000,1
Steve Daines,1,FISHER INVESTMENTS,14000,6
Steve Daines,2,KIRKLAND & ELLIS,10500,3
Steve Daines,3,NORTHWESTERN MUTUAL,9500,16
Steve Daines,4,BROWNSTEIN HYATT FARBER SCHRECK,9000,4
Steve Daines,5,SKYBOX CAPITAL,7000,3
Steve Daines,6,CHARLES POTOMAC CAPITAL,7000,3
Steve Daines,7,REES-JONES,7000,3
Steve Daines,8,RIVERBEND INDUSTRIES,7000,3
Steve Daines,9,CLEARPATH FOUNDATION,7000,3
Steve Daines,10,KAITAR RESOURCES,7000,3
Steve Daines,11,CUMBERLAND DEVELOPMENT,7000,3
Steve Daines,12,EDW C LEVY,7000,15
Steve Daines,13,CASTLE HARLAN,7000,3
Steve Daines,14,AUDAX,7000,3
Steve Daines,15,LEFRAK ORGANIZATION,7000,3
Steve Daines,16,LE FRAK ORGANIZATION,7000,3
Todd Young,1,BLACKROCK,16000,9
Todd Young,2,RELIANCE SYSTEMS,12000,6
Todd Young,3,SKYHAWK,12000,1
Todd Young,4,NOVOCURE,10000,7
Todd Young,5,FAIRTIDE,10000,6
Todd Young,6,NOVOGRADAC &,7000,3
Todd Young,7,ONDA HOUSING,7000,3
Todd Young,8,THE CARSON FAMILY CHARITABLE TRUST,7000,3
Todd Young,9,PATE,7000,3
Todd Young,10,CLEAR CAPITAL,7000,3
Todd Young,11,CHICAGO CUBS,7000,3
Todd Young,12,REGENCY CENTERS,7000,4
Todd Young,13,CAROUSEL GROWTH,7000,3
Todd Young,14,MARCUS,7000,3
Todd Young,15,JANE STREET CAPITAL,7000,3
Todd Young,16,INCLUSIVE ABUNDANCE INITIATIVE,7000,3
John Barrasso,1,BLACKSTONE,26204,9
John Barrasso,2,ALLIANTGROUP,25000,9
John Barrasso,3,OWL ROCK CAPITOL,7000,2
John Barrasso,4,ARBELLA CAPITAL,7000,2
John Barrasso,5,EL DORADO,6500,2
John Barrasso,6,GUIDEPOST STRATEGIES,5520,3
John Barrasso,7,SEARING INDUSTRIES,5205,2
John Barrasso,8,HILLNORTH,5000,2
John Barrasso,9,FIERCE GOVERNMENT RELATIONS,3500,1
John Barrasso,10,NATIONAL MINING ASSOCIATION,3500,2
John Barrasso,11,ARNOLD VENTURES,3500,1
John Barrasso,12,ARVEST BANK,3500,1
John Barrasso,13,TODD STRATEGY,3500,1
John Barrasso,14,WINGED KEEL,3000,3
John Barrasso,15,INVARIANT,2500,1
John Barrasso,16,PEABODY,2500,1
John Barrasso,17,GOWEST CREDIT UNION ASSOCIATION,2500,2
Ron Johnson,1,REDWOOD RESEARCH,14000,10
Ron Johnson,2,NULLFRAME,7000,5
Ron Johnson,3,SAGESURE,7000,5
Ron Johnson,4,MACHINE INTELLIGENCE RESEARCH INSTITUT,7000,5
Ron Johnson,5,HCSS,3500,1
Ron Johnson,6,EDWCLEVY,3000,5
Ron Johnson,7,ROLLING8,2500,1
Ron Johnson,8,UP CAMPUS,2500,1
Ron Johnson,9,JL SOSA MD,2250,17
Ron Johnson,10,MEADOWS BEE FARM,2020,3
Ron Johnson,11,CHARLES A KLEIN,1850,40
Ron Johnson,12,ENTREPRENEUR,1743,20
Ron Johnson,13,SSM HEALTH,1560,3
Ron Johnson,14,CLOVER CREEK FARMS,1300,23
Ron Johnson,15,COOK BROTHERS,1125,9
Ron Johnson,16,EWU,1125,9
Thom Tillis,1,CORNING,36250,19
Thom Tillis,2,STATE STREET,23000,19
Thom Tillis,3,CLEAN ENERGY,19000,15
Thom Tillis,4,MOBLEY,16667,2
Thom Tillis,5,WEBB CREEK,16666,4
Thom Tillis,6,BROWNSTEIN HYATT FARBER SCHRECK,16300,10
Thom Tillis,7,CAPITOL COUNSEL,15250,9
Thom Tillis,8,WINKLEVOSS CAPITAL,14000,4
Thom Tillis,9,SUNSTONE CREDIT,14000,4
Thom Tillis,10,KIRKLAND & ELLIS,14000,4
Thom Tillis,11,META,12500,6
Thom Tillis,12,MONARCH PRIVATE CAPITAL,11000,4
Thom Tillis,13,THE NICKLES,10000,7
Thom Tillis,14,CLEAN ENERGY FUELS,9500,8
Thom Tillis,15,TODD STRATEGY,8300,7
Thom Tillis,16,EDWARD C LEVY,7025,3
Marsha Blackburn,1,CASTLE HARLAN,7000,4
Marsha Blackburn,2,BROYDRICK AND,7000,10
Marsha Blackburn,3,WINKLEVOSS CAPITAL,7000,3
Marsha Blackburn,4,ATLANTIC REALTY,5000,3
Marsha Blackburn,5,GBE,5000,3
Marsha Blackburn,6,SERVICE,3300,1
Marsha Blackburn,7,SPLITOAK STRATEGIES,2500,1
Marsha Blackburn,8,INNOVATIVE POLICY,2000,2
Marsha Blackburn,9,FBB FEDERAL RELATIONS,2000,2
Marsha Blackburn,10,LEIDOS,1000,1
Marsha Blackburn,11,THE NICKLES,1000,1
Marsha Blackburn,12,THE CORMAC,1000,1
Marsha Blackburn,13,CHARTWELL STRATEGY,1000,1
Marsha Blackburn,14,ALSTON BIRD,1000,2
Marsha Blackburn,15,SUGAR CREEK CAPITAL,1000,1
Marsha Blackburn,16,US NAVY,800,10
Marsha Blackburn,17,WASHINGTON TAX,500,1
Marsha Blackburn,18,ACG ADVOCACY,500,1
Roger Marshall,1,IEX,26500,13
Roger Marshall,2,MOBLEY,16500,5
Roger Marshall,3,M&M INDUSTRIES INCL,14000,1
Roger Marshall,4,WINKLEVOSS CAPITAL,14000,2
Roger Marshall,5,SENIOR CARE PHARMACY COALITION,10000,4
Roger Marshall,6,SELF/CORPORATE LAKE PROPERTIES,8000,4
Roger Marshall,7,CUMBERLAND DEVELOPMENT,7000,3
Roger Marshall,8,PROPANE POWER,7000,3
Roger Marshall,9,POET,7000,4
Roger Marshall,10,NEUROCRINE BIOSCIENCES,7000,1
Roger Marshall,11,THE KENT COMPANIES,7000,1
Roger Marshall,12,JANE STREET,7000,3
Roger Marshall,13,RESEARCH AFFILIATES,7000,3
Roger Marshall,14,AAPEP,7000,4
Roger Marshall,15,BGR,7000,5
Roger Marshall,16,AUDAX,7000,1
Ron Wyden,1,HAWTHORN RETIREMENT,13200,4
Ron Wyden,2,MANZANITA CAPITAL,3300,1
Ron Wyden,3,CSI,3000,5
Ron Wyden,4,GOWEST CREDIT UNION ASSOCIATION,2500,1
Ron Wyden,5,THE DUBERSTEIN,2500,1
Ron Wyden,6,STCU,1000,2
Ron Wyden,7,PHARMACISTS UNITED FOR TRUTH AND TRANS,500,1
Ron Wyden,8,CHARLES SCHULZ MUSEUM,400,1
Ron Wyden,9,GLOBAL TRADING RESORCE,360,18
Ron Wyden,10,UN WOMEN,270,9
Ron Wyden,11,IPRO,225,9
Ron Wyden,12,APPLE,195,1
Ron Wyden,13,SBC INSURANCE,135,9
Ron Wyden,14,SANTA MONICA UCLA MEDICAL CETER,135,9
Ron Wyden,15,USDOL-OSHA,90,9
Ron Wyden,16,DELPHI,52,4
Ron Wyden,17,COMMUNITY HEALTH,49,7
Maria Cantwell,1,SV ANGEL,7000,2
Maria Cantwell,2,SIERRA NEVADA,3500,1
Maria Cantwell,3,PISCES,3300,1
Maria Cantwell,4,WESTERN MARINE CONSTRUCTION,1500,1
Maria Cantwell,5,MORGAN MURPHY MEDIA,1250,1
Maria Cantwell,6,COMPUTER & COMMUNICATIONS INDUSTRY ASS,1000,1
Maria Cantwell,7,VENABLE,1000,1
Maria Cantwell,8,SALT POINT STRATEGIES,1000,1
Maria Cantwell,9,ABI,1000,1
Maria Cantwell,10,CAPITOL HILL POLICY,1000,1
Maria Cantwell,11,FEDERAL MARITIME COMMISSION,850,10
Maria Cantwell,12,CARNEGIE MELLON UNIVERSITY,750,2
Maria Cantwell,13,ACCELERATE STRATEGIES,500,1
Maria Cantwell,14,MORAN GLOBAL STRATEGIES,500,1
Maria Cantwell,15,COLLINS ENGINEERS,500,1
Maria Cantwell,16,CHARLES M SCHULZ MUSEUM,500,1
Maria Cantwell,17,PENN AVENUE,500,1
Maria Cantwell,18,HLP&R,500,1
Michael Bennet,1,ANGELO GORDON,7000,2
Michael Bennet,2,PISCES,3300,1
Michael Bennet,3,VITUITY,1500,4
Michael Bennet,4,APOLLOMD,1500,1
Michael Bennet,5,MASS GENERAL HOSPITAL,1000,1
Michael Bennet,6,SCP HEALTH,1000,1
Michael Bennet,7,WAKE EMERGENCY PHYSICIANS,500,1
Michael Bennet,8,ZOTEC,500,1
Michael Bennet,9,BRAULT PRACTICE SOULTIONS,500,1
Michael Bennet,10,THOMAS WU,300,3
Michael Bennet,11,FAIR PLAY POLICY INSTITUTE,250,1
Michael Bennet,12,EMS SC,250,1
Michael Bennet,13,MASSACHUSETTS GENERAL HOSPITAL,250,1
Michael Bennet,14,BSA HEALTHCARE,250,1
Michael Bennet,15,TEAMHEALTH,250,1
Michael Bennet,16,DISNEY/ABC,105,6
