member_name,rank,employer,total,count
Jason Smith,1,BLACKSTONE,66900,24
Jason Smith,2,HERZOG,42900,14
Jason Smith,3,TRIBE,42700,20
Jason Smith,4,APOLLO GLOBAL,23100,11
Jason Smith,5,WCAS,15700,13
Jason Smith,6,BLUFF POINT,12400,7
Jason Smith,7,CHARTER BROKERAGE,12000,7
Jason Smith,8,BGR,11400,10
Jason Smith,9,WELSH CARSON,11000,8
Jason Smith,10,APOLLO,10700,5
Jason Smith,11,CAPITOL TAX,10000,8
Jason Smith,12,RED APPLE,9900,6
Jason Smith,13,INVARIANT,8500,10
Jason Smith,14,NORTHWESTERN MUTUAL,8000,8
Jason Smith,15,ADVANTAGE CAPITAL,7800,5
Jason Smith,16,AXON,7500,5
Vern Buchanan,1,DERICK DERMATOLOGY,13200,4
Vern Buchanan,2,BLACKSTONE,8100,3
Vern Buchanan,3,CAPITOL COUNSEL,8000,5
Vern Buchanan,4,CASL,7609,4
Vern Buchanan,5,TERREG,7600,3
Vern Buchanan,6,EMSI TAMPA,6600,2
Vern Buchanan,7,SENIOR STAR,6600,2
Vern Buchanan,8,FINANCIAL INSURANCE,6600,2
Vern Buchanan,9,SOROBAN CAPITAL,6600,2
Vern Buchanan,10,HAMLIN &,6600,2
Vern Buchanan,11,STEPHENS,6600,2
Vern Buchanan,12,CARNIVAL CRUISE LINE,6600,2
Vern Buchanan,13,SEAN N PARKER FOUNDATION,6600,2
Vern Buchanan,14,HAYCORP,6600,2
Vern Buchanan,15,FEDERAL POLICY,6600,2
Vern Buchanan,16,BEVERAGE POUCH,6600,2
Adrian Smith,1,HAWKINS CONSTRUCTION,13200,5
Adrian Smith,2,SANDHILLS PUBLISHING,13200,4
Adrian Smith,3,OAKLAND ATHLETICS,6600,2
Adrian Smith,4,SEAN N PARKER FOUNDATION,6600,5
Adrian Smith,5,CASSLING DIAGNOSTIC,6600,5
Adrian Smith,6,FREMONT CONTRACT CARRIERS,6600,2
Adrian Smith,7,BRUNING LAW,6600,2
Adrian Smith,8,BLACKSTONE,6600,3
Adrian Smith,9,BAXTER AUTOMOTIVE,6600,5
Adrian Smith,10,HUB,6600,2
Adrian Smith,11,PETER KIEWIT SONS,6600,5
Adrian Smith,12,DCI,6500,9
Adrian Smith,13,AKRS EQUIPMENT,6200,2
Adrian Smith,14,SAMPSON CONSTRUCTION,5300,3
Adrian Smith,15,ROUTE ONE INVESTMENT,5000,3
Adrian Smith,16,CAPITOL TAX,5000,5
Adrian Smith,17,THE RUSSELL,5000,4
Mike Kelly,1,THE PARKER FOUNDATION,13200,8
Mike Kelly,2,GREATER PITTSBURGH AUTO DEALERS ASSOCI,8300,3
Mike Kelly,3,O'BRIEN AUTOMOTIVE TEAM,6600,2
Mike Kelly,4,JIM NORTON TOYOTA,6600,2
Mike Kelly,5,PENNECO,6600,2
Mike Kelly,6,ELLWOOD FORGE,6600,1
Mike Kelly,7,CAPITOL COUNSEL,5500,8
Mike Kelly,8,VETERANS GUARDIAN,5000,2
Mike Kelly,9,MCLEOD REGIONAL,5000,2
Mike Kelly,10,SYNERGI,5000,2
Mike Kelly,11,MEHLMAN CASTAGNETTI ROSEN & THOMAS,4300,3
Mike Kelly,12,MAYER BROWN,4300,4
Mike Kelly,13,TODD STRATEGY,3500,7
Mike Kelly,14,MONUMENT ADVOCACY,3300,1
Mike Kelly,15,ROBINDALE,3300,1
Mike Kelly,16,CONCAST WIELAND,3300,2
David Schweikert,1,VETERANS GUARDIANS,13200,4
David Schweikert,2,CAPITOL COUNSEL,9800,11
David Schweikert,3,OPTIMA FINANCIAL,7100,7
David Schweikert,4,MMR,7100,3
David Schweikert,5,GABY FOUNDATION,6600,2
David Schweikert,6,CLEAR PATH,6600,2
David Schweikert,7,COTTONWOOD PROPERTIES,6600,2
David Schweikert,8,CREST INSURANCE,6600,2
David Schweikert,9,AQR,6600,2
David Schweikert,10,CUMBERLAND DEVELOPMENT,6600,2
David Schweikert,11,DANZIK APPLIED SCIENCES,6600,2
David Schweikert,12,ELLIOTT INVESTMENT,6600,2
David Schweikert,13,(RETIRED),6600,2
David Schweikert,14,GOLUB CAPITAL,6600,2
David Schweikert,15,ALTRIA,6600,2
David Schweikert,16,KELLOGG CAPITAL,6600,2
Darin LaHood,1,BGR,15850,17
Darin LaHood,2,APOLLO GLOBAL,10400,5
Darin LaHood,3,RII,9900,3
Darin LaHood,4,CAPITOL TAX,9803,8
Darin LaHood,5,ERNST YOUNG,8400,3
Darin LaHood,6,GOOGLE,7600,3
Darin LaHood,7,BLACKSTONE,7100,3
Darin LaHood,8,ALSTON BIRD,7000,6
Darin LaHood,9,JP MCMAHON TRANSPORT,6700,2
Darin LaHood,10,WIREPATH HOME SYSTEMS,6600,2
Darin LaHood,11,CAROLYN ROWAN COLLECTION,6600,2
Darin LaHood,12,ROCKET MORTGAGE,6600,2
Darin LaHood,13,DRW TRADING,6600,2
Darin LaHood,14,PEORIA DISPOSAL,6600,3
Darin LaHood,15,SPRINGFIELD ARMORY,6600,2
Darin LaHood,16,FBB FEDERAL RELATIONS,6600,2
Darin LaHood,17,AKIN GUMP STRAUSS HAUER FELD,6000,6
Jodey Arrington,1,GRAIL,25200,9
Jodey Arrington,2,INTERSECT POWER,10800,3
Jodey Arrington,3,WINGED KEEL,9000,11
Jodey Arrington,4,BLACKSTONE,7100,3
Jodey Arrington,5,HUNT CONSOLIDATED,6600,2
Jodey Arrington,6,MATADOR GAS,6000,4
Jodey Arrington,7,NORTH STAR RESOURCE,5500,6
Jodey Arrington,8,STENSON TAMADDON,5500,2
Jodey Arrington,9,FASKEN,4996,6
Jodey Arrington,10,ROCKBRIDGE,4000,3
Jodey Arrington,11,TEXAS ONCOLOGY,4000,6
Jodey Arrington,12,FISHER INVESTMENTS,3300,1
Jodey Arrington,13,PLANO 6500,3300,1
Jodey Arrington,14,FEDERAL HEALTH COUNSEL,3300,1
Jodey Arrington,15,STILLWATER FOUNDATION,3300,1
Jodey Arrington,16,PORT CORPUS CHRISTI,3300,1
Ron Estes,1,CAPITOL TAX,8300,7
Ron Estes,2,TRANSYSTEMS,7700,4
Ron Estes,3,ASH BROKERAGE,7061,8
Ron Estes,4,KCUC,7000,14
Ron Estes,5,BLACKSTONE,6600,4
Ron Estes,6,MUJTABA AESTHETICS,6600,2
Ron Estes,7,NORTHWESTERN MUTUAL,5645,11
Ron Estes,8,RYAN AIRLINES,5000,2
Ron Estes,9,CAPITOL COUNSEL,4500,6
Ron Estes,10,GOOGLE,4300,2
Ron Estes,11,BGR,4250,6
Ron Estes,12,COLT ENERGY,3600,3
Ron Estes,13,CONESTOGA ENERGY,3300,1
Ron Estes,14,SLAVIC401K,3300,1
Ron Estes,15,GUIDA,3000,2
Ron Estes,16,ENERGY INFRASTRUCTURE COUNCIL,3000,2
Ron Estes,17,NM,3000,2
Lloyd Smucker,1,BLACKSTONE,7100,6
Lloyd Smucker,2,LEM SETTLEMENT,6600,3
Lloyd Smucker,3,SEAN N PARKER FOUNDATION,6600,2
Lloyd Smucker,4,CAPITOL COUNSEL,5800,4
Lloyd Smucker,5,LINCOLN POLICY,5000,4
Lloyd Smucker,6,SELECT MEDICAL,5000,3
Lloyd Smucker,7,CAPITOL TAX,5000,6
Lloyd Smucker,8,CS CAPITAL,3500,2
Lloyd Smucker,9,FISHER INVESTMENTS,3300,1
Lloyd Smucker,10,PLANO 6500,3300,1
Lloyd Smucker,11,EMPIRE EDUCATION/EMPIRE BEAUTY SCHOOLS,3300,1
Lloyd Smucker,12,PRICAP ADVISORS,3300,1
Lloyd Smucker,13,BROWN PHYSICIANS,3300,1
Lloyd Smucker,14,ROCKERBOX,3100,4
Lloyd Smucker,15,MAYER BROWN,3000,3
Lloyd Smucker,16,EQUITABLE ADVISORS,3000,2
Lloyd Smucker,17,ERNST & YOUNG,3000,2
Kevin Hern,1,CAPITOL TAX,19750,16
Kevin Hern,2,BLACKSTONE,9900,5
Kevin Hern,3,APOLLO GLOBAL,9200,5
Kevin Hern,4,BGR,7000,6
Kevin Hern,5,DEVON ENERGY,6600,1
Kevin Hern,6,HEIDEMAN NUDELMAN KALIK,6600,2
Kevin Hern,7,CAROLYN ROWAN COLLECTION,6600,2
Kevin Hern,8,CANADA LIFE REINSURANCE,6250,5
Kevin Hern,9,ALB SOLUTIONS,5625,7
Kevin Hern,10,APOLLO,5200,5
Kevin Hern,11,THE PETRIZZO,5000,7
Kevin Hern,12,THE HOBBS,5000,2
Kevin Hern,13,HARBOR,5000,2
Kevin Hern,14,AKIN GUMP,4500,3
Kevin Hern,15,SYNERGI,4300,2
Kevin Hern,16,RCB BANK,4300,2
Kevin Hern,17,US SENATE,4000,6
Carol Miller,1,SELECT MEDICAL,13300,5
Carol Miller,2,APEX PIPELINE,9900,3
Carol Miller,3,COLE AUTOMOTIVE,8100,3
Carol Miller,4,THE PARKER FOUNDATION,6600,2
Carol Miller,5,TEAM HEALTH,6600,2
Carol Miller,6,CLEAR PATH,6600,2
Carol Miller,7,HALL STRATEGIES,6600,3
Carol Miller,8,PISCES,6600,2
Carol Miller,9,SERVICE PUMP AND SUPPLY,6600,3
Carol Miller,10,ALLIANCE COAL,6600,2
Carol Miller,11,ERGON,6600,2
Carol Miller,12,AGENT PIPELINE,6600,2
Carol Miller,13,MIDSTATE AUTOMOTIVE,6600,2
